Usage (kWh),TimeOfDay,NumberOfResidents,ApplianceCount,IndustrialAreaNearby,PreviousTheftHistory,AverageDailyUsage,BillPaymentDelay (days),UnusualUsageSpike,Theft,anomaly_probability,business_rule_score,hybrid_score,hybrid_alert
171,2,9,16,1,1,49,33,1,1,0.4100977544212496,3,0.4670684280948747,0
178,3,7,19,1,1,46,4,1,1,0.4387303072191948,2,0.42711121505343635,0
430,4,3,7,1,1,10,18,1,1,0.628715111669452,3,0.6201005781686164,1
253,2,5,12,0,0,22,27,1,0,0.09834843014230465,1,0.12884390109961324,0
141,3,2,25,0,1,17,64,0,1,0.3869172938007346,2,0.3908421056605142,0
427,2,7,25,0,0,30,35,1,0,0.14769902576858907,2,0.22338931803801232,0
308,2,7,12,1,1,21,54,1,1,0.17200702857259131,3,0.3004049200008139,0
337,3,10,10,1,0,19,19,1,0,0.17476851141818928,1,0.1823379579927325,0
133,4,8,12,1,0,25,64,0,0,0.42661483560144753,3,0.47863038492101323,0
141,1,6,24,1,1,45,12,1,1,0.4493095415129139,3,0.49451667905903973,0
79,3,1,12,1,0,26,22,1,0,0.29814400785358275,1,0.2687008054975079,0
269,2,10,11,1,1,28,55,0,0,0.43662770430181586,3,0.48563939301127107,0
257,1,6,11,0,0,46,44,1,0,0.22136784943697885,2,0.27495749460588514,0
108,4,9,23,1,1,20,16,0,0,0.5598897869283672,3,0.5719228508498571,1
64,3,3,16,1,1,40,2,1,1,0.5017694099067469,3,0.5312385869347228,1
347,1,4,18,0,1,46,74,0,1,0.3900165252191907,1,0.3330115676534335,0
404,2,5,21,1,0,22,41,1,0,0.13223717486413067,1,0.15256602240489148,0
86,4,1,17,1,1,15,62,1,1,0.5989108008467714,3,0.59923756059274,1
288,1,8,17,1,0,11,6,1,0,0.38514963861767615,1,0.3296047470323733,0
176,1,4,11,1,1,17,69,0,1,0.5628501695038743,3,0.573995118652712,1
105,3,2,9,0,0,35,54,1,0,0.20623155316452435,2,0.264362087215167,0
172,1,1,6,0,1,44,60,0,0,0.4814874531565094,1,0.3970412172095566,0
202,1,7,11,0,0,21,36,1,0,0.3879301671497798,2,0.39155111700484585,0
315,2,9,18,1,0,16,25,1,0,0.16600811899532464,2,0.23620568329672725,0
111,1,1,9,1,1,43,11,0,0,0.5534265525685456,1,0.4473985867979819,0
51,1,3,23,1,1,17,40,1,1,0.6006746311688295,2,0.5404722418181807,1
83,3,5,8,0,1,45,23,0,0,0.3384743382362062,1,0.2969320367653443,0
236,4,2,14,1,1,14,64,1,1,0.5000647436192698,3,0.5300453205334887,1
120,4,1,12,1,1,21,42,0,0,0.3133246510869351,1,0.27932725576085454,0
65,2,5,22,0,0,11,21,1,0,0.43540370230556313,1,0.36478259161389415,0
391,3,3,6,0,0,39,71,0,0,0.5043788410719177,1,0.4130651887503423,0
134,2,6,18,0,0,19,51,1,0,0.18773707507485138,2,0.25141595255239596,0
424,2,7,18,0,1,12,41,1,1,0.23403070191718067,2,0.28382149134202644,0
408,3,3,8,1,1,29,41,1,1,0.23532802370290462,2,0.2847296165920332,0
228,4,3,12,0,0,33,4,1,0,0.1942913239039148,1,0.19600392673274034,0
381,4,9,7,0,1,46,66,1,1,0.516906874330733,3,0.5418348120315131,1
234,2,9,24,0,1,36,61,0,1,0.4113071485825228,2,0.4079150040077659,0
366,4,3,12,1,1,23,3,1,1,0.2935650435650151,2,0.32549553049551055,0
412,3,1,17,0,1,20,28,1,1,0.3382713060792455,2,0.3567899142554718,0
362,3,4,8,1,0,43,42,0,0,0.2318786649747122,1,0.22231506548229854,0
341,3,8,17,1,1,44,41,1,1,0.13585368897239292,2,0.21509758228067505,0
89,2,7,25,1,0,50,25,1,0,0.5634069582283039,1,0.4543848707598127,0
56,2,5,24,1,1,49,35,1,1,0.5185933616624125,2,0.48301535316368877,0
109,3,9,7,1,1,14,77,1,1,0.7151178605361878,3,0.6805825023753314,1
478,3,3,16,1,0,43,67,1,1,0.5090351953727675,3,0.5363246367609372,1
233,1,9,20,0,1,24,59,1,1,0.41971073194141006,2,0.41379751235898704,0
58,1,5,6,1,0,42,70,1,0,0.6770357067932894,3,0.6539249947553025,1
412,2,3,5,0,0,23,33,1,0,0.460606483220528,1,0.38242453825436956,0
58,2,1,15,1,0,48,83,1,0,0.7187096088259388,3,0.6830967261781571,1
170,2,7,20,1,0,36,44,0,0,0.24082642882988625,1,0.22857850018092035,0
361,1,5,16,0,0,18,13,1,0,0.3309541288438511,1,0.2916678901906957,0
155,2,6,24,1,1,40,28,1,1,0.2606225918588906,3,0.3624358143012234,0
191,3,4,6,1,1,49,72,0,1,0.5235812714810124,3,0.5465068900367087,1
254,2,8,17,0,0,10,69,0,0,0.39348522462976965,1,0.33543965724083874,0
198,3,1,11,0,0,34,34,0,0,0.16322697441524847,1,0.17425888209067392,0
312,3,8,20,0,0,39,81,1,1,0.30342804689523384,3,0.3923996328266637,0
401,1,3,15,1,1,39,36,1,1,0.3399128173971515,3,0.417938972178006,0
169,4,1,10,0,1,27,83,1,1,0.6140454130847838,3,0.6098317891593485,1
487,4,1,7,1,0,39,87,1,1,0.8480933762896323,3,0.7736653634027426,1
285,1,2,24,1,1,12,31,1,1,0.4738157583849626,3,0.5116710308694739,1
419,4,2,18,0,1,31,62,1,1,0.3758006432312003,2,0.3830604502618402,0
199,4,7,21,1,0,42,78,0,0,0.44086668875166746,3,0.4886066821261672,0
123,1,7,24,0,1,16,88,0,1,0.7936362516730388,3,0.735545376171127,1
151,3,8,22,1,0,27,13,0,0,0.35127139298703236,1,0.30588997509092264,0
85,2,1,15,1,1,22,84,0,1,0.7179946347990782,3,0.6825962443593547,1
270,2,9,17,1,1,34,24,0,0,0.39399060063157043,2,0.39579342044209925,0
72,2,5,12,1,1,34,68,1,1,0.5783476078616141,3,0.5848433255031298,1
331,2,9,19,1,1,11,79,0,1,0.543187052363461,2,0.5002309366544226,1
393,4,1,5,1,1,36,30,1,1,0.620489618256435,3,0.6143427327795045,1
390,2,2,7,1,1,21,85,1,1,0.7056107247400359,3,0.6739275073180251,1
169,2,8,23,0,0,44,80,1,1,0.4557724635341709,3,0.4990407244739196,0
157,3,6,14,1,0,32,86,0,0,0.46297299009135706,2,0.44408109306394994,0
492,4,7,24,0,0,39,32,1,0,0.3664294250164192,1,0.3165005975114934,0
154,1,10,20,1,1,29,84,0,1,0.8327874443532509,4,0.8229512110472756,1
156,4,5,24,0,0,50,53,0,0,0.3317957665070974,0,0.23225703655496818,0
341,3,10,11,1,0,44,60,0,0,0.27477358821861464,1,0.2523415117530302,0
323,1,8,19,0,1,47,2,1,1,0.3202908850956604,1,0.2842036195669623,0
493,3,1,7,1,1,45,30,1,1,0.6655827919336135,3,0.6459079543535293,1
351,3,4,16,1,0,10,75,1,1,0.42558111647864905,2,0.4179067815350543,0
195,1,7,16,1,0,48,34,1,0,0.3717731271690049,2,0.3802411890183034,0
177,4,7,9,0,0,23,64,0,0,0.3901780636968314,2,0.39312464458778196,0
483,1,2,16,0,1,42,13,1,1,0.49101296441328846,1,0.40370907508930187,0
486,1,5,18,0,1,48,58,1,1,0.4048078406389356,1,0.3433654884472549,0
152,4,7,12,0,1,22,36,0,0,0.2735625332830651,2,0.31149377329814554,0
206,1,10,8,0,0,34,7,1,0,0.47454784005715256,2,0.45218348804000674,0
272,3,5,17,1,1,35,1,1,1,0.291419852608529,3,0.3839938968259703,0
65,4,8,8,1,0,49,13,1,0,0.5571725005662176,2,0.5100207503963523,1
255,4,7,11,1,1,30,20,1,1,0.22434514491451085,3,0.3370416014401576,0
155,1,3,5,1,0,26,45,0,0,0.3855258591873785,0,0.2698681014311649,0
485,1,7,17,1,1,16,34,1,1,0.5398332929797113,2,0.49788330508579787,0
445,4,5,9,1,1,33,66,1,1,0.5773442440354264,4,0.6441409708247985,1
399,1,8,23,0,0,33,7,0,0,0.43894125086152214,0,0.3072588756030655,0
481,1,9,23,0,0,10,47,1,0,0.6447527957041321,2,0.5713269569928925,1
275,1,8,8,1,1,46,71,1,1,0.5406801555834696,3,0.5584761089084287,1
150,1,8,16,0,0,24,84,0,0,0.6475135618393102,3,0.6332594932875171,1
323,4,10,6,0,1,15,86,0,1,0.6853430736134817,1,0.5397401515294371,1
119,4,3,23,1,0,23,4,0,0,0.2964066717046614,0,0.20748467019326297,0
278,4,9,10,1,1,46,69,1,1,0.6877236672485,4,0.72140656707395,1
101,2,10,19,0,0,10,49,1,0,0.5410879984406207,1,0.43876159890843447,0
187,3,6,6,1,1,25,12,0,0,0.28628034415288184,1,0.2603962409070173,0
307,1,9,13,0,1,33,88,1,1,0.6377773291715692,3,0.6264441304200984,1
295,2,2,16,0,0,47,35,1,0,0.13730950489144822,2,0.21611665342401376,0
92,3,7,14,1,1,25,46,1,1,0.3882129321409179,3,0.4517490524986425,0
379,3,8,25,1,1,38,32,0,0,0.27844011304924743,2,0.31490807913447316,0
187,4,6,17,1,0,12,73,1,1,0.41986544414062,3,0.473905810898434,0
197,1,10,10,1,0,39,76,0,0,0.5187070978369295,2,0.4830949684858506,0
455,4,1,7,1,0,10,59,1,0,0.6826367084034081,1,0.5378456958823856,1
294,4,9,24,0,0,49,78,0,0,0.4132290385855769,1,0.34926032700990384,0
154,4,5,19,0,0,11,49,0,0,0.22544788541582084,1,0.21781351979107458,0
96,4,7,19,1,1,16,31,1,1,0.45012464991296586,3,0.49508725493907607,0
288,2,4,14,0,0,20,52,0,0,0.18635786008305266,0,0.13045050205813685,0
217,3,8,15,1,1,25,42,1,1,0.30074557783460165,3,0.39052190448422114,0
67,1,4,18,0,0,38,52,0,0,0.49204570583366114,1,0.4044319940835628,0
362,4,8,24,1,1,37,88,1,1,0.6935897987532136,4,0.7255128591272495,1
195,2,9,10,1,1,47,42,1,1,0.3621534941786049,3,0.4335074459250234,0
406,1,8,13,1,1,35,20,1,1,0.36013107541860767,3,0.43209175279302536,0
339,3,5,12,1,0,40,57,1,0,0.08709136909125836,2,0.18096395836388085,0
100,3,1,8,1,1,40,25,0,0,0.3636958550829754,1,0.31458709855808276,0
109,4,7,7,0,1,23,34,0,0,0.4666496091978296,1,0.3866547264384807,0
463,1,7,9,0,0,29,80,1,1,0.5918378158592437,3,0.5942864711014706,1
473,3,4,22,0,1,33,4,1,1,0.33629640551220163,2,0.35540748385854115,0
113,4,8,13,0,1,21,82,0,1,0.6911057253223039,3,0.6637740077256127,1
145,4,8,22,1,1,43,25,1,1,0.40280597143709407,2,0.40196418000596584,0
73,2,9,8,1,0,23,71,1,1,0.6400501993872253,2,0.5680351395710577,1
461,3,1,15,1,1,22,31,1,1,0.44703803462665026,3,0.49292662423865513,0
86,1,8,17,1,0,27,47,0,0,0.49846958370348327,2,0.46892870859243824,0
177,4,3,8,0,1,27,64,0,1,0.3143520015866632,2,0.3400464011106642,0
129,1,1,23,1,1,20,61,1,1,0.6873462691800344,3,0.661142388426024,1
120,4,2,8,0,1,33,58,1,1,0.2607205916406826,2,0.30250441414847784,0
111,2,7,17,1,0,10,17,1,0,0.4029057884977001,2,0.40203405194839004,0
224,2,2,17,1,0,11,27,0,0,0.24589728568766422,0,0.17212809998136494,0
100,3,7,18,0,0,21,40,1,0,0.3322866866550518,2,0.3526006806585362,0
472,1,7,18,1,1,49,66,1,1,0.7593547098542455,4,0.7715482968979718,1
360,3,10,25,0,1,15,1,1,1,0.32773744877207245,2,0.34941621414045065,0
196,1,7,20,1,1,41,0,1,1,0.5829535599838999,3,0.5880674919887299,1
123,1,9,21,0,0,49,54,0,0,0.6182751162596355,1,0.4927925813817448,0
387,2,10,21,0,1,33,34,1,1,0.16104476835682424,1,0.17273133784977696,0
182,1,6,21,0,1,42,40,0,0,0.3128741987006035,0,0.21901193909042244,0
356,4,9,17,0,1,23,55,0,0,0.2424461666305744,0,0.16971231664140207,0
274,1,6,23,1,1,44,54,0,0,0.36753730449506095,1,0.31727611314654264,0
285,4,1,6,1,0,46,20,1,0,0.40385495628563206,1,0.3426984693999424,0
379,4,8,18,1,0,49,46,1,0,0.1557454998964768,2,0.22902184992753374,0
129,1,1,14,1,1,31,51,1,1,0.43518172696808577,3,0.48462720887766003,0
248,3,5,14,1,1,31,18,1,1,0.14431638740519637,2,0.22102147118363746,0
314,1,4,23,0,0,33,30,1,0,0.2134955190411102,1,0.20944686332877713,0
365,4,3,7,0,0,49,13,1,0,0.36785201956600067,1,0.31749641369620046,0
87,3,7,16,0,0,44,18,0,0,0.4498726231942832,2,0.43491083623599824,0
283,4,8,17,0,0,19,9,1,0,0.16532024434260906,1,0.17572417103982635,0
274,3,4,23,1,1,18,19,0,0,0.2606990925752001,2,0.30248936480264005,0
71,3,4,11,0,0,50,56,1,0,0.3591549073723723,2,0.37140843516066063,0
375,4,7,16,0,1,38,45,0,0,0.15907508856681862,0,0.11135256199677303,0
367,3,6,25,0,0,24,33,1,0,0.16809935225355677,1,0.17766954657748973,0
221,3,9,21,0,0,41,0,1,0,0.4009361660729275,1,0.3406553162510492,0
394,3,2,7,1,0,11,44,0,0,0.5002245111471175,1,0.41015715780298223,0
138,3,6,5,1,1,35,48,1,1,0.28152001010498384,2,0.3170640070734887,0
60,2,9,7,1,0,29,59,1,0,0.524950586066933,2,0.4874654102468531,0
491,2,9,12,1,0,27,16,1,0,0.3017655668735132,2,0.3312358968114592,0
161,4,6,12,0,0,32,83,0,0,0.46033655333720647,1,0.3822355873360445,0
201,3,5,16,1,1,25,35,1,1,0.12544430840677323,2,0.20781101588474127,0
51,2,9,25,0,1,43,41,0,0,0.6274433862595472,1,0.49921037038168303,0
171,2,6,12,1,0,43,16,1,0,0.16835795107804052,2,0.23785056575462837,0
242,4,10,23,0,0,13,44,0,0,0.4873406724212246,1,0.4011384706948572,0
163,4,5,9,0,0,27,54,0,0,0.26793241485407515,0,0.1875526903978526,0
152,3,6,12,1,0,18,28,0,0,0.18092003335898965,0,0.12664402335129274,0
406,1,7,17,0,1,10,22,1,1,0.4294646942724363,2,0.42062528599070537,0
236,3,5,23,0,1,20,75,0,1,0.32554791682674866,2,0.34788354177872405,0
493,1,9,25,1,0,25,65,1,1,0.6325887545159107,2,0.5628121281611375,1
455,4,7,17,0,0,23,35,1,0,0.26608426529321694,1,0.24625898570525184,0
318,1,6,13,1,0,35,52,0,0,0.2558517988278567,1,0.23909625917949967,0
55,4,6,12,1,1,23,14,1,1,0.46987041343502745,2,0.4489092894045192,0
61,3,4,21,1,1,39,44,0,0,0.45058810943195726,1,0.37541167660237007,0
237,4,6,22,1,1,22,27,1,1,0.22899455719204675,3,0.3402961900344327,0
440,3,4,16,1,0,43,9,1,0,0.1800554022290981,2,0.24603878156036865,0
336,1,10,20,0,0,11,50,0,0,0.5394790456003354,0,0.3776353319202348,0
80,2,2,18,1,0,43,35,0,0,0.27846716741099964,1,0.2549270171876997,0
473,4,4,17,1,0,44,18,1,0,0.23356834877250976,2,0.28349784414075685,0
278,2,9,17,1,0,39,45,1,0,0.28360665521650286,2,0.318524658651552,0
203,2,2,22,1,1,27,30,1,1,0.18503033882002173,2,0.2495212371740152,0
246,2,7,15,1,1,22,58,0,0,0.21375526951980317,1,0.2096286886638622,0
449,3,4,6,1,0,11,33,1,0,0.5193163811671759,1,0.42352146681702313,0
242,3,8,14,0,1,13,56,1,1,0.40125466075560334,1,0.34087826252892234,0
175,4,5,19,1,1,12,29,1,1,0.28456208125661087,3,0.3791934568796276,0
442,1,2,9,1,0,24,70,1,1,0.5515041904561157,2,0.5060529333192809,1
145,1,3,10,0,0,12,84,1,1,0.714990475202105,2,0.6204933326414734,1
317,1,3,23,0,1,46,66,0,1,0.37375035512900756,1,0.3216252485903053,0
479,2,4,21,0,1,19,87,1,1,0.6371747632456835,3,0.6260223342719784,1
151,4,4,5,0,0,20,58,1,0,0.25068249435249546,2,0.2954777460467468,0
246,2,9,18,0,1,49,51,0,0,0.35188989450220687,2,0.3663229261515448,0
428,4,8,15,0,0,35,63,1,1,0.3315773745417263,3,0.4121041621792084,0
457,2,8,12,1,0,37,43,1,0,0.18534068441424878,1,0.18973847908997413,0
72,2,6,12,1,1,36,89,1,1,0.7431920339662603,3,0.7002344237763822,1
371,4,10,18,1,0,27,13,1,0,0.17590465931846933,1,0.18313326152292853,0
469,4,7,18,1,0,38,87,1,1,0.5663315610589399,2,0.5164320927412579,1
195,1,3,12,1,1,15,4,1,1,0.48263172990447056,3,0.5178422109331293,1
299,2,3,22,0,0,15,34,1,0,0.13115574111246653,2,0.21180901877872654,0
209,1,3,16,1,0,37,29,0,0,0.28823886631670115,1,0.2617672064216908,0
364,3,2,12,1,1,27,49,0,0,0.29860151371614096,1,0.26902105960129863,0
357,3,1,10,0,1,45,7,1,1,0.3234970628139867,1,0.2864479439697907,0
90,4,4,24,1,0,15,21,0,0,0.3729191346719496,1,0.3210433942703647,0
134,2,8,8,1,1,48,32,1,1,0.43688607674855506,2,0.4258202537239885,0
291,2,8,22,1,1,33,39,1,1,0.13095854985460087,2,0.21167098489822062,0
258,2,10,6,1,1,14,4,1,1,0.6009174689294632,2,0.5406422282506242,1
305,3,10,10,0,0,15,48,1,0,0.41169342622945937,2,0.4081853983606215,0
275,3,5,23,0,0,10,49,1,0,0.2441234124020205,2,0.29088638868141437,0
194,1,2,17,1,1,27,21,1,1,0.37103450727911036,3,0.4397241550953772,0
229,1,4,16,0,0,40,24,1,0,0.26311710658997134,1,0.2441819746129799,0
451,4,7,11,1,0,15,61,1,1,0.5249311560015187,3,0.5474518092010631,1
270,4,3,11,0,1,46,62,0,1,0.27388980342749214,1,0.25172286239924446,0
99,3,2,5,0,0,44,1,0,0,0.4901807570382448,0,0.34312652992677134,0
307,4,2,14,0,0,49,12,0,0,0.3282622603588522,0,0.22978358225119652,0
482,2,2,19,0,0,41,31,1,0,0.3743138846603544,1,0.3220197192622481,0
267,2,6,24,0,0,25,68,1,1,0.35272950302903594,2,0.36691065212032514,0
262,3,3,11,1,1,21,64,0,1,0.4098759383628813,3,0.46691315685401685,0
82,2,2,17,0,1,30,76,1,1,0.5178923379562154,2,0.48252463656935074,0
296,1,9,13,1,0,44,9,0,0,0.3825811637804877,1,0.32780681464634137,0
487,3,5,17,0,0,18,31,1,0,0.3582746450615486,1,0.310792251543084,0
315,3,9,17,1,0,19,23,1,0,0.099226416842078,1,0.1294584917894546,0
391,1,7,5,0,0,37,2,0,0,0.612362586343089,0,0.4286538104401623,0
305,1,1,6,0,0,34,49,0,0,0.49529169657703365,1,0.4067041876039235,0
322,1,1,9,1,1,32,28,1,1,0.47275482532050517,3,0.5109283777243536,1
373,3,3,24,0,1,11,56,1,1,0.25987036109032535,2,0.3019092527632277,0
265,4,3,20,0,1,36,83,1,1,0.4970675408574471,2,0.46794727860021296,0
461,1,4,10,0,1,36,34,1,1,0.3508988212377978,2,0.3656291748664584,0
327,4,9,21,0,1,46,22,0,0,0.22292170739149242,0,0.1560451951740447,0
54,2,2,9,1,1,33,33,0,0,0.4823200125147158,2,0.457624008760301,0
445,3,2,19,0,1,36,60,1,1,0.2742596137322315,1,0.25198172961256204,0
212,2,8,17,0,0,12,76,0,0,0.45984914038720626,2,0.4418943982710444,0
229,1,3,16,1,1,28,71,1,1,0.5228141667565958,3,0.545969916729617,1
102,1,3,19,1,1,22,83,0,1,0.7108575028349691,2,0.6176002519844783,1
464,1,3,17,0,1,36,83,1,1,0.6932541472722433,3,0.6652779030905702,1
96,2,10,22,1,1,36,4,1,1,0.5963869672134279,2,0.5374708770493994,1
377,4,8,17,0,1,37,58,0,0,0.18707035531403204,1,0.1909492487198224,0
98,1,5,16,0,1,33,1,1,1,0.3961309780353216,2,0.3972916846247251,0
272,2,9,7,0,0,45,55,0,0,0.45321946853426753,2,0.43725362797398726,0
201,3,6,15,1,1,24,21,0,0,0.16673293338456807,1,0.17671305336919763,0
295,2,8,5,0,0,18,57,1,0,0.3630577490456093,1,0.31414042433192646,0
55,3,8,19,1,1,19,19,1,1,0.6251648122632112,2,0.5576153685842478,1
491,3,9,18,1,1,33,34,1,1,0.3939968125894695,3,0.4557977688126286,0
414,4,4,21,1,0,49,66,1,1,0.425206552504089,3,0.47764458675286225,0
82,1,5,7,1,1,47,65,0,1,0.651873365719511,2,0.5763113560036577,1
59,1,4,23,1,1,31,8,1,1,0.6430258215041369,3,0.6301180750528959,1
68,3,5,13,1,1,39,43,1,1,0.3207079254433791,2,0.3444955478103654,0
193,2,9,24,1,1,19,84,0,1,0.7163780204642822,3,0.6814646143249976,1
353,1,8,14,1,0,16,13,0,0,0.471749747367315,1,0.3902248231571205,0
249,3,1,21,1,1,16,68,1,1,0.533190003881542,3,0.5532330027170793,1
364,4,2,11,1,0,32,22,0,0,0.27331938401835076,1,0.2513235688128455,0
91,3,2,11,0,1,40,18,0,0,0.26038850407602276,1,0.24227195285321593,0
184,2,3,11,1,0,32,64,0,0,0.26565145376964083,2,0.3059560176387486,0
211,4,8,9,1,0,10,75,0,0,0.557584607186778,2,0.5103092250307446,1
266,3,4,23,1,1,41,38,0,0,0.23289038105251358,2,0.2830232667367595,0
371,1,7,17,1,1,20,82,0,1,0.6674474710279552,2,0.5872132297195687,1
95,3,9,20,1,1,26,76,1,1,0.7303530431054219,4,0.7512471301737953,1
245,1,9,13,0,1,22,46,0,0,0.5015643801325966,1,0.4110950660928176,0
299,3,4,15,0,0,15,42,1,0,0.15767681084937724,1,0.17037376759456407,0
156,2,3,13,0,1,35,11,1,1,0.1386204176027579,1,0.1570342923219305,0
347,2,4,15,1,0,35,59,0,0,0.20098437048977813,0,0.14068905934284467,0
477,1,7,16,0,0,19,82,1,1,0.6823583397153018,3,0.6576508378007112,1
457,3,8,10,1,1,13,6,1,1,0.45346033192885526,2,0.43742223235019867,0
339,3,5,9,1,0,10,86,1,1,0.6722043585967123,3,0.6505430510176986,1
402,1,6,24,1,1,39,37,1,1,0.3502133501801695,3,0.4251493451261187,0
490,3,4,17,1,0,49,60,1,0,0.2788003778886746,2,0.31516026452207224,0
231,1,4,5,0,0,39,75,0,0,0.4712028613491279,2,0.44984200294438953,0
276,4,3,25,0,1,41,55,1,1,0.17967678360413297,2,0.24577374852289308,0
498,4,2,19,0,1,48,5,1,1,0.5280017004187274,2,0.48960119029310917,0
309,3,1,21,0,1,12,57,0,0,0.388031433719496,1,0.3316220036036472,0
125,1,5,17,0,0,34,57,1,0,0.3266836143140368,1,0.28867853001982574,0
391,1,4,13,1,0,26,60,1,0,0.21199748923888528,2,0.26839824246721966,0
460,3,4,16,0,0,12,10,1,0,0.39025500767819843,2,0.39317850537473886,0
171,1,4,18,1,0,38,64,0,0,0.3883035086128813,1,0.3318124560290169,0
436,2,4,13,0,0,25,67,1,1,0.34446392164281925,3,0.42112474514997345,0
70,3,1,18,1,1,36,35,0,0,0.4220604806835552,2,0.4154423364784886,0
69,1,6,20,1,0,48,36,1,0,0.49750213029157087,1,0.4082514912040996,0
153,4,1,25,1,0,29,68,0,0,0.4187945346524684,1,0.35315617425672785,0
315,1,1,6,0,0,22,57,0,0,0.5761817695745749,0,0.4033272387022024,0
457,3,8,20,0,1,43,14,1,1,0.2123985608880401,2,0.2686789926216281,0
222,1,6,23,1,0,38,85,0,0,0.640606663434963,2,0.568424664404474,1
210,3,4,12,0,1,30,12,0,0,0.08557873567458107,1,0.11990511497220674,0
357,3,2,22,0,1,48,58,1,1,0.20297280459092715,1,0.202080963213649,0
307,4,5,6,1,0,21,41,1,0,0.1949078512446505,2,0.25643549587125536,0
441,4,10,23,1,0,18,64,1,1,0.4575469055200585,2,0.44028283386404093,0
164,2,2,21,0,0,25,41,1,0,0.14594093256409857,2,0.222158652794869,0
79,3,2,13,0,1,38,71,0,1,0.40926749285300534,2,0.4064872449971037,0
370,3,9,15,0,0,36,2,0,0,0.296909209453716,0,0.2078364466176012,0
279,4,2,12,1,1,23,10,0,0,0.2684737045015261,1,0.24793159315106825,0
410,4,10,16,1,0,41,80,1,1,0.3829220961010247,3,0.44804546727071726,0
324,1,10,16,1,0,15,59,1,0,0.3945899391937612,1,0.3362129574356328,0
284,2,5,13,0,0,16,81,0,0,0.2660154588159529,2,0.30621082117116705,0
174,1,5,18,0,1,45,31,0,0,0.2764079893259803,1,0.2534855925281862,0
451,2,10,6,0,1,16,6,1,1,0.5681624529513971,2,0.517713717065978,1
459,1,8,20,1,0,50,40,1,0,0.39634889593514344,1,0.3374442271546004,0
133,1,6,13,0,1,45,36,1,1,0.3160771879267128,1,0.28125403154869894,0
203,1,2,9,0,1,20,2,1,1,0.3571829019816255,1,0.31002803138713786,0
457,1,8,15,1,1,25,18,1,1,0.4388739794306864,2,0.42721178560148043,0
486,3,10,20,1,0,43,78,1,1,0.483784852220846,2,0.4586493965545922,0
109,2,10,24,1,1,12,62,1,1,0.7640171513371508,3,0.7148120059360055,1
354,4,6,18,1,1,38,63,1,1,0.4834982195330788,4,0.5784487536731551,1
191,3,10,14,0,0,27,67,0,0,0.3300560986044151,3,0.4110392690230905,0
108,1,6,9,1,0,49,29,0,0,0.4243938357990822,1,0.3570756850593575,0
249,3,6,12,1,0,23,62,1,1,0.30372134604329504,3,0.3926049422303065,0
300,4,10,22,1,1,31,70,1,1,0.6243795519095063,3,0.6170656863366544,1
316,2,4,15,0,1,26,42,1,1,0.03776066653510102,1,0.08643246657457071,0
308,1,3,19,1,0,43,15,1,0,0.24002510064643257,2,0.28801757045250276,0
211,3,7,5,0,0,27,37,0,0,0.41025877046952275,1,0.3471811393286659,0
191,2,3,9,0,1,20,37,0,0,0.14601411724043623,1,0.16220988206830533,0
264,3,4,25,1,1,38,18,0,0,0.22057638051398554,1,0.21440346635978985,0
366,2,5,11,0,1,47,46,0,0,0.17247512276716415,1,0.1807325859370149,0
168,2,6,19,1,0,44,18,0,0,0.18998330524391172,1,0.19298831367073818,0
96,4,7,9,0,1,32,59,1,1,0.39561495120489865,2,0.396930465843429,0
119,1,7,12,0,1,21,52,0,0,0.4974730444436608,2,0.4682311311105625,0
426,4,10,13,1,0,24,73,1,1,0.38511407945590226,2,0.38957985561913155,0
252,3,10,23,1,0,38,10,1,0,0.3698093519164859,1,0.3188665463415401,0
341,4,1,11,0,0,30,57,0,0,0.362663783574119,0,0.2538646485018833,0
315,1,6,18,0,0,10,4,1,0,0.37484421323401396,2,0.38239094926380973,0
330,3,1,20,1,0,15,62,1,1,0.5084529643754201,3,0.535917075062794,1
189,4,3,14,1,0,12,78,1,1,0.41033313571819685,3,0.46723319500273774,0
272,4,4,14,0,1,37,50,0,0,0.1153370994580496,0,0.08073596962063471,0
324,3,2,23,1,1,23,8,1,1,0.2117846956382856,2,0.26824928694679995,0
245,2,2,6,1,1,36,78,1,1,0.5572268205932205,4,0.6300587744152544,1
190,4,7,7,1,1,11,68,0,1,0.6470450977174369,3,0.6329315684022058,1
310,1,1,17,1,0,40,87,0,0,0.6924393621244226,2,0.6047075534870958,1
482,3,7,17,0,1,44,74,1,1,0.43195895884325886,2,0.4223712711902812,0
276,1,5,24,0,1,18,42,1,1,0.24941850060486515,1,0.23459295042340558,0
97,4,2,16,0,1,25,30,0,0,0.2413660802234172,0,0.16895625615639204,0
450,2,4,21,0,1,38,54,1,1,0.20880564181158656,1,0.20616394926811057,0
56,3,2,24,1,0,49,85,1,0,0.7473061933903711,3,0.7031143353732596,1
322,2,5,24,1,0,31,48,1,0,0.10296906023997399,2,0.19207834216798178,0
176,2,8,17,0,0,12,50,0,0,0.4379004635841657,1,0.36653032450891593,0
201,1,8,22,1,1,40,17,1,1,0.524297103457398,3,0.5470079724201786,1
115,3,8,23,1,0,26,57,0,0,0.3792218626869749,1,0.3254553038808824,0
364,2,2,10,1,0,42,6,1,0,0.2563882637156384,1,0.23947178460094687,0
105,4,4,19,1,1,16,74,1,1,0.6014570059017517,4,0.6610199041312261,1
